United States,Oatmeal Raisin,1236,5,2.2,11,November,2019,1228.8,1236,5,2.2000000000000002,3460.7999999999997
France,Oatmeal Raisin,941,5,2.2,11,November,2019,933.79999999999995,941,5,2.2000000000000002,2634.7999999999997
Canada,Oatmeal Raisin,1916,5,2.2,12,December,2019,1908.8,1916,5,2.2000000000000002,5364.7999999999993
Mexico,Oatmeal Raisin,1865,5,2.2,2,February,2019,1857.8,1865,5,2.2000000000000002,5222
Mexico,Oatmeal Raisin,1074,5,2.2,4,April,2019,1066.8,1074,5,2.2000000000000002,3007.1999999999998
Germany,Oatmeal Raisin,1907,5,2.2,9,September,2019,1899.8,1907,5,2.2000000000000002,5339.5999999999995
United States,Oatmeal Raisin,671,5,2.2,10,October,2018,663.79999999999995,671,5,2.2000000000000002,1878.8
Canada,Oatmeal Raisin,1778,5,2.2,12,December,2018,1770.8,1778,5,2.2000000000000002,4978.3999999999996
Mexico,Oatmeal Raisin,1683,5,2.2,7,July,2019,1675.8,1683,5,2.2000000000000002,4712.3999999999996
Mexico,Oatmeal Raisin,1123,5,2.2,8,August,2019,1115.8,1123,5,2.2000000000000002,3144.3999999999996
Germany,Oatmeal Raisin,1159,5,2.2,10,October,2018,1151.8,1159,5,2.2000000000000002,3245.1999999999998
Germany,Oatmeal Raisin,1350,5,2.2,2,February,2019,1342.8,1350,5,2.2000000000000002,3779.9999999999995
Canada,Oatmeal Raisin,552,5,2.2,8,August,2019,544.79999999999995,552,5,2.2000000000000002,1545.5999999999999
Canada,Oatmeal Raisin,1228,5,2.2,10,October,2018,1220.8,1228,5,2.2000000000000002,3438.3999999999996
Germany,Oatmeal Raisin,1250,5,2.2,12,December,2019,1242.8,1250,5,2.2000000000000002,3500
France,Oatmeal Raisin,1987.5,5,2.2,1,January,2019,1980.3,1987.5,5,2.2000000000000002,5565
Mexico,Oatmeal Raisin,1679,5,2.2,9,September,2019,1671.8,1679,5,2.2000000000000002,4701.1999999999998
United States,Oatmeal Raisin,727,5,2.2,10,October,2018,719.79999999999995,727,5,2.2000000000000002,2035.5999999999999
France,Oatmeal Raisin,1403,5,2.2,10,October,2018,1395.8,1403,5,2.2000000000000002,3928.3999999999996
France,Oatmeal Raisin,2076,5,2.2,10,October,2018,2068.8000000000002,2076,5,2.2000000000000002,5812.7999999999993
Canada,Oatmeal Raisin,1135,5,2.2,6,June,2019,1127.8,1135,5,2.2000000000000002,3178
Canada,Oatmeal Raisin,1645,5,2.2,5,May,2019,1637.8,1645,5,2.2000000000000002,4606
France,Oatmeal Raisin,2876,5,2.2,9,September,2019,2868.8000000000002,2876,5,2.2000000000000002,8052.7999999999993
Germany,Oatmeal Raisin,994,5,2.2,9,September,2018,986.79999999999995,994,5,2.2000000000000002,2783.1999999999998
Canada,Oatmeal Raisin,1118,5,2.2,11,November,2019,1110.8,1118,5,2.2000000000000002,3130.3999999999996
United States,Oatmeal Raisin,1372,5,2.2,12,December,2019,1364.8,1372,5,2.2000000000000002,3841.5999999999999
United States,Oatmeal Raisin,1282,5,2.2,6,June,2019,1274.8,1282,5,2.2000000000000002,3589.5999999999999
Canada,Oatmeal Raisin,708,5,2.2,6,June,2019,700.79999999999995,708,5,2.2000000000000002,1982.3999999999999
United States,Oatmeal Raisin,2907,5,2.2,6,June,2019,2899.8000000000002,2907,5,2.2000000000000002,8139.5999999999995
Germany,Oatmeal Raisin,1366,5,2.2,6,June,2019,1358.8,1366,5,2.2000000000000002,3824.7999999999997
Mexico,Oatmeal Raisin,2460,5,2.2,6,June,2019,2452.8000000000002,2460,5,2.2000000000000002,6888
Germany,Oatmeal Raisin,1520,5,2.2,11,November,2019,1512.8,1520,5,2.2000000000000002,4256
Germany,Oatmeal Raisin,711,5,2.2,12,December,2019,703.79999999999995,711,5,2.2000000000000002,1990.8
Mexico,Oatmeal Raisin,1375,5,2.2,12,December,2018,1367.8,1375,5,2.2000000000000002,3849.9999999999995
Mexico,Oatmeal Raisin,635,5,2.2,12,December,2019,627.79999999999995,635,5,2.2000000000000002,1778
United States,Oatmeal Raisin,2071,5,2.2,9,September,2019,2063.8000000000002,2071,5,2.2000000000000002,5798.7999999999993
Canada,Oatmeal Raisin,1269,5,2.2,10,October,2019,1261.8,1269,5,2.2000000000000002,3553.1999999999998
Germany,Oatmeal Raisin,970,5,2.2,11,November,2018,962.79999999999995,970,5,2.2000000000000002,2716
Mexico,Oatmeal Raisin,1694,5,2.2,11,November,2019,1686.8,1694,5,2.2000000000000002,4743.1999999999998
Mexico,Oatmeal Raisin,1038,5,2.2,6,June,2019,1030.8,1038,5,2.2000000000000002,2906.3999999999996
Canada,Oatmeal Raisin,1630.5,5,2.2,7,July,2019,1623.3,1630.5,5,2.2000000000000002,4565.3999999999996
France,Oatmeal Raisin,306,5,2.2,12,December,2018,298.80000000000001,306,5,2.2000000000000002,856.79999999999995
United States,Oatmeal Raisin,579,5,2.2,1,January,2019,571.79999999999995,579,5,2.2000000000000002,1621.1999999999998
Canada,Oatmeal Raisin,2240,5,2.2,2,February,2019,2232.8000000000002,2240,5,2.2000000000000002,6272
United States,Oatmeal Raisin,2993,5,2.2,3,March,2019,2985.8000000000002,2993,5,2.2000000000000002,8380.3999999999996
Canada,Oatmeal Raisin,3520.5,5,2.2,4,April,2019,3513.3000000000002,3520.5,5,2.2000000000000002,9857.3999999999996
Mexico,Oatmeal Raisin,2039,5,2.2,5,May,2019,2031.8,2039,5,2.2000000000000002,5709.1999999999998
Germany,Oatmeal Raisin,2574,5,2.2,8,August,2019,2566.8000000000002,2574,5,2.2000000000000002,7207.1999999999998
Canada,Oatmeal Raisin,707,5,2.2,9,September,2019,699.79999999999995,707,5,2.2000000000000002,1979.5999999999999
France,Oatmeal Raisin,2072,5,2.2,12,December,2019,2064.8000000000002,2072,5,2.2000000000000002,5801.5999999999995
France,Oatmeal Raisin,853,5,2.2,12,December,2019,845.79999999999995,853,5,2.2000000000000002,2388.3999999999996
United States,Oatmeal Raisin,3199.5,5,2.2,7,July,2019,3192.3000000000002,3199.5,5,2.2000000000000002,8958.5999999999985
Germany,Oatmeal Raisin,472,5,2.2,10,October,2019,464.80000000000001,472,5,2.2000000000000002,1321.5999999999999
Germany,Oatmeal Raisin,3165,5,2.2,1,January,2019,3157.8000000000002,3165,5,2.2000000000000002,8862
Mexico,Oatmeal Raisin,2629,5,2.2,1,January,2019,2621.8000000000002,2629,5,2.2000000000000002,7361.1999999999998
France,Oatmeal Raisin,1433,5,2.2,5,May,2019,1425.8,1433,5,2.2000000000000002,4012.3999999999996
Mexico,Oatmeal Raisin,947,5,2.2,9,September,2018,939.79999999999995,947,5,2.2000000000000002,2651.5999999999999
Mexico,Oatmeal Raisin,344,5,2.2,10,October,2018,336.80000000000001,344,5,2.2000000000000002,963.19999999999993
Mexico,Oatmeal Raisin,2157,5,2.2,12,December,2019,2149.8000000000002,2157,5,2.2000000000000002,6039.5999999999995
United States,Oatmeal Raisin,270,5,2.2,2,February,2019,262.80000000000001,270,5,2.2000000000000002,756
France,Oatmeal Raisin,3421.5,5,2.2,7,July,2019,3414.3000000000002,3421.5,5,2.2000000000000002,9580.1999999999989
Canada,Oatmeal Raisin,2734,5,2.2,10,October,2019,2726.8000000000002,2734,5,2.2000000000000002,7655.1999999999998
United States,Oatmeal Raisin,2548,5,2.2,11,November,2018,2540.8000000000002,2548,5,2.2000000000000002,7134.3999999999996
Canada,Oatmeal Raisin,2761,5,2.2,9,September,2018,2753.8000000000002,2761,5,2.2000000000000002,7730.7999999999993
Canada,Oatmeal Raisin,1659,5,2.2,1,January,2019,1651.8,1659,5,2.2000000000000002,4645.1999999999998
France,Oatmeal Raisin,1190,5,2.2,6,June,2019,1182.8,1190,5,2.2000000000000002,3332
Mexico,Oatmeal Raisin,410,5,2.2,10,October,2019,402.80000000000001,410,5,2.2000000000000002,1148
Germany,Oatmeal Raisin,1770,5,2.2,12,December,2018,1762.8,1770,5,2.2000000000000002,4956
France,Oatmeal Raisin,1393,5,2.2,10,October,2019,1385.8,1393,5,2.2000000000000002,3900.3999999999996
United States,Oatmeal Raisin,2015,5,2.2,12,December,2018,2007.8,2015,5,2.2000000000000002,5642
Canada,Oatmeal Raisin,888,5,2.2,3,March,2019,880.79999999999995,888,5,2.2000000000000002,2486.3999999999996
United States,Oatmeal Raisin,2844,5,2.2,5,May,2019,2836.8000000000002,2844,5,2.2000000000000002,7963.1999999999998
France,Oatmeal Raisin,2475,5,2.2,8,August,2019,2467.8000000000002,2475,5,2.2000000000000002,6930
Canada,Oatmeal Raisin,1743,5,2.2,10,October,2018,1735.8,1743,5,2.2000000000000002,4880.3999999999996
United States,Oatmeal Raisin,2914,5,2.2,10,October,2019,2906.8000000000002,2914,5,2.2000000000000002,8159.1999999999998
France,Oatmeal Raisin,1731,5,2.2,10,October,2019,1723.8,1731,5,2.2000000000000002,4846.7999999999993
Mexico,Oatmeal Raisin,1727,5,2.2,10,October,2018,1719.8,1727,5,2.2000000000000002,4835.5999999999995
Mexico,Oatmeal Raisin,1870,5,2.2,11,November,2018,1862.8,1870,5,2.2000000000000002,5236
France,Oatmeal Raisin,2475,5,2.2,3,March,2019,2467.8000000000002,2475,5,2.2000000000000002,6930
Mexico,Oatmeal Raisin,546,5,2.2,10,October,2019,538.79999999999995,546,5,2.2000000000000002,1528.8
Canada,Snickerdoodle,1618.5,4,1.5,1,January,2019,1613,1618.5,4,1.5,4046.25
Germany,Snickerdoodle,1321,4,1.5,1,January,2019,1315.5,1321,4,1.5,3302.5
France,Snickerdoodle,2178,4,1.5,6,June,2019,2172.5,2178,4,1.5,5445
Germany,Snickerdoodle,888,4,1.5,6,June,2019,882.5,888,4,1.5,2220
Mexico,Snickerdoodle,2470,4,1.5,6,June,2019,2464.5,2470,4,1.5,6175
Germany,Snickerdoodle,1513,4,1.5,12,December,2019,1507.5,1513,4,1.5,3782.5
United States,Snickerdoodle,1858,4,1.5,2,February,2019,1852.5,1858,4,1.5,4645
Mexico,Snickerdoodle,1210,4,1.5,3,March,2019,1204.5,1210,4,1.5,3025
United States,Snickerdoodle,2529,4,1.5,7,July,2019,2523.5,2529,4,1.5,6322.5
Canada,Snickerdoodle,1445,4,1.5,9,September,2019,1439.5,1445,4,1.5,3612.5
United States,Snickerdoodle,330,4,1.5,9,September,2018,324.5,330,4,1.5,825
France,Snickerdoodle,2671,4,1.5,9,September,2019,2665.5,2671,4,1.5,6677.5
Germany,Snickerdoodle,766,4,1.5,10,October,2018,760.5,766,4,1.5,1915
Mexico,Snickerdoodle,494,4,1.5,10,October,2018,488.5,494,4,1.5,1235
Mexico,Snickerdoodle,1397,4,1.5,10,October,2019,1391.5,1397,4,1.5,3492.5
France,Snickerdoodle,2155,4,1.5,12,December,2019,2149.5,2155,4,1.5,5387.5
Canada,Snickerdoodle,742.5,4,1.5,4,April,2019,737,742.5,4,1.5,1856.25
Canada,Snickerdoodle,1295,4,1.5,10,October,2019,1289.5,1295,4,1.5,3237.5
Germany,Snickerdoodle,214,4,1.5,10,October,2018,208.5,214,4,1.5,535
France,Snickerdoodle,2145,4,1.5,11,November,2018,2139.5,2145,4,1.5,5362.5
Canada,Snickerdoodle,2852,4,1.5,12,December,2019,2846.5,2852,4,1.5,7130
France,Snickerdoodle,4243.5,4,1.5,4,April,2019,4238,4243.5,4,1.5,10608.75
Germany,Snickerdoodle,2580,4,1.5,4,April,2019,2574.5,2580,4,1.5,6450
Germany,Snickerdoodle,689,4,1.5,6,June,2019,683.5,689,4,1.5,1722.5
United States,Snickerdoodle,1947,4,1.5,9,September,2019,1941.5,1947,4,1.5,4867.5
Canada,Snickerdoodle,908,4,1.5,12,December,2018,902.5,908,4,1.5,2270
Canada,Snickerdoodle,831,4,1.5,5,May,2019,825.5,831,4,1.5,2077.5
Canada,Snickerdoodle,2851,4,1.5,10,October,2018,2845.5,2851,4,1.5,7127.5
Germany,Snickerdoodle,2021,4,1.5,10,October,2019,2015.5,2021,4,1.5,5052.5
United States,Snickerdoodle,274,4,1.5,12,December,2019,268.5,274,4,1.5,685
France,Snickerdoodle,1865,4,1.5,2,February,2019,1859.5,1865,4,1.5,4662.5
Germany,Snickerdoodle,1116,4,1.5,2,February,2019,1110.5,1116,4,1.5,2790
France,Snickerdoodle,1563,4,1.5,5,May,2019,1557.5,1563,4,1.5,3907.5
United States,Snickerdoodle,991,4,1.5,6,June,2019,985.5,991,4,1.5,2477.5
Germany,Snickerdoodle,1016,4,1.5,11,November,2018,1010.5,1016,4,1.5,2540
Mexico,Snickerdoodle,2791,4,1.5,11,November,2019,2785.5,2791,4,1.5,6977.5
United States,Snickerdoodle,570,4,1.5,12,December,2019,564.5,570,4,1.5,1425
France,Snickerdoodle,2487,4,1.5,12,December,2019,2481.5,2487,4,1.5,6217.5
United States,Snickerdoodle,1117.5,4,1.5,1,January,2019,1112,1117.5,4,1.5,2793.75
Canada,Snickerdoodle,2844,4,1.5,6,June,2019,2838.5,2844,4,1.5,7110
Mexico,Snickerdoodle,562,4,1.5,9,September,2019,556.5,562,4,1.5,1405
Canada,Snickerdoodle,2299,4,1.5,10,October,2018,2293.5,2299,4,1.5,5747.5
United States,Snickerdoodle,2030,4,1.5,11,November,2019,2024.5,2030,4,1.5,5075
United States,Snickerdoodle,263,4,1.5,11,November,2018,257.5,263,4,1.5,657.5
Germany,Snickerdoodle,887,4,1.5,12,December,2018,881.5,887,4,1.5,2217.5
Mexico,Snickerdoodle,727,4,1.5,2,February,2019,721.5,727,4,1.5,1817.5
Canada,Snickerdoodle,1884,4,1.5,8,August,2019,1878.5,1884,4,1.5,4710
Mexico,Snickerdoodle,1834,4,1.5,9,September,2018,1828.5,1834,4,1.5,4585
United States,Snickerdoodle,1761,4,1.5,3,March,2019,1755.5,1761,4,1.5,4402.5
France,Snickerdoodle,448,4,1.5,6,June,2019,442.5,448,4,1.5,1120
France,Snickerdoodle,2181,4,1.5,10,October,2019,2175.5,2181,4,1.5,5452.5
Mexico,Snickerdoodle,1540,4,1.5,8,August,2019,1534.5,1540,4,1.5,3850
France,Snickerdoodle,490,4,1.5,11,November,2019,484.5,490,4,1.5,1225
Mexico,Snickerdoodle,1362,4,1.5,12,December,2019,1356.5,1362,4,1.5,3405
Canada,Snickerdoodle,1094,4,1.5,6,June,2019,1088.5,1094,4,1.5,2735
Mexico,Snickerdoodle,367,4,1.5,10,October,2018,361.5,367,4,1.5,917.5
Germany,Snickerdoodle,663,4,1.5,5,May,2019,657.5,663,4,1.5,1657.5
Canada,Snickerdoodle,819,4,1.5,7,July,2019,813.5,819,4,1.5,2047.5
Germany,Snickerdoodle,1580,4,1.5,9,September,2019,1574.5,1580,4,1.5,3950
Mexico,Snickerdoodle,521,4,1.5,12,December,2019,515.5,521,4,1.5,1302.5
United States,Snickerdoodle,386,4,1.5,10,October,2018,380.5,386,4,1.5,965
United States,Snickerdoodle,3445.5,4,1.5,4,April,2019,3440,3445.5,4,1.5,8613.75
France,Snickerdoodle,1482,4,1.5,12,December,2018,1476.5,1482,4,1.5,3705
France,Snickerdoodle,1198,4,1.5,10,October,2018,1192.5,1198,4,1.5,2995
Canada,Snickerdoodle,1937,4,1.5,2,February,2019,1931.5,1937,4,1.5,4842.5
Germany,Snickerdoodle,792,4,1.5,3,March,2019,786.5,792,4,1.5,1980
Germany,Snickerdoodle,2811,4,1.5,7,July,2019,2805.5,2811,4,1.5,7027.5
France,Snickerdoodle,2441,4,1.5,10,October,2019,2435.5,2441,4,1.5,6102.5
Canada,Snickerdoodle,1560,4,1.5,11,November,2018,1554.5,1560,4,1.5,3900
Mexico,Snickerdoodle,2706,4,1.5,11,November,2018,2700.5,2706,4,1.5,6765
Mexico,Snickerdoodle,886,4,1.5,6,June,2019,880.5,886,4,1.5,2215
Canada,Snickerdoodle,2416,4,1.5,9,September,2018,2410.5,2416,4,1.5,6040
Mexico,Snickerdoodle,2156,4,1.5,10,October,2019,2150.5,2156,4,1.5,5390
Canada,Snickerdoodle,2689,4,1.5,11,November,2019,2683.5,2689,4,1.5,6722.5
France,Snickerdoodle,2521.5,4,1.5,1,January,2019,2516,2521.5,4,1.5,6303.75
United States,Snickerdoodle,2567,4,1.5,6,June,2019,2561.5,2567,4,1.5,6417.5
Canada,Snickerdoodle,923,4,1.5,3,March,2019,917.5,923,4,1.5,2307.5
France,Snickerdoodle,1790,4,1.5,3,March,2019,1784.5,1790,4,1.5,4475
Germany,Snickerdoodle,442,4,1.5,9,September,2018,436.5,442,4,1.5,1105
Mexico,Snickerdoodle,2579,4,1.5,4,April,2019,2573.5,2579,4,1.5,6447.5
United States,Snickerdoodle,1743,4,1.5,5,May,2019,1737.5,1743,4,1.5,4357.5
United States,Snickerdoodle,2996,4,1.5,10,October,2018,2990.5,2996,4,1.5,7490
Germany,Snickerdoodle,280,4,1.5,12,December,2019,274.5,280,4,1.5,700
Mexico,Snickerdoodle,801,4,1.5,7,July,2019,795.5,801,4,1.5,2002.5
France,Snickerdoodle,1023,4,1.5,9,September,2018,1017.5,1023,4,1.5,2557.5
Canada,Snickerdoodle,1496,4,1.5,10,October,2019,1490.5,1496,4,1.5,3740
United States,Snickerdoodle,1010,4,1.5,10,October,2019,1004.5,1010,4,1.5,2525
Germany,Snickerdoodle,1513,4,1.5,11,November,2019,1507.5,1513,4,1.5,3782.5
Canada,Snickerdoodle,2300,4,1.5,12,December,2019,2294.5,2300,4,1.5,5750
Mexico,Snickerdoodle,2821,4,1.5,12,December,2018,2815.5,2821,4,1.5,7052.5
France,Snickerdoodle,1174,4,1.5,8,August,2019,1168.5,1174,4,1.5,2935
Germany,Snickerdoodle,2767,4,1.5,8,August,2019,2761.5,2767,4,1.5,6917.5
Germany,Snickerdoodle,1085,4,1.5,10,October,2019,1079.5,1085,4,1.5,2712.5
Canada,Sugar,2001,3,1.25,2,February,2019,1996.75,2001,3,1.25,3501.75
Germany,Sugar,2838,3,1.25,4,April,2019,2833.75,2838,3,1.25,4966.5
France,Sugar,2178,3,1.25,6,June,2019,2173.75,2178,3,1.25,3811.5
Germany,Sugar,888,3,1.25,6,June,2019,883.75,888,3,1.25,1554
France,Sugar,1527,3,1.25,9,September,2018,1522.75,1527,3,1.25,2672.25
France,Sugar,2151,3,1.25,9,September,2019,2146.75,2151,3,1.25,3764.25
Canada,Sugar,1817,3,1.25,12,December,2019,1812.75,1817,3,1.25,3179.75
Canada,Sugar,1326,3,1.25,3,March,2019,1321.75,1326,3,1.25,2320.5
Germany,Sugar,263,3,1.25,3,March,2019,258.75,263,3,1.25,460.25
Canada,Sugar,943.5,3,1.25,4,April,2019,939.25,943.5,3,1.25,1651.125
United States,Sugar,727,3,1.25,6,June,2019,722.75,727,3,1.25,1272.25
France,Sugar,787,3,1.25,6,June,2019,782.75,787,3,1.25,1377.25
Germany,Sugar,986,3,1.25,9,September,2019,981.75,986,3,1.25,1725.5
Mexico,Sugar,494,3,1.25,10,October,2018,489.75,494,3,1.25,864.5
Mexico,Sugar,1397,3,1.25,10,October,2019,1392.75,1397,3,1.25,2444.75
France,Sugar,1744,3,1.25,11,November,2019,1739.75,1744,3,1.25,3052
Mexico,Sugar,662,3,1.25,6,June,2019,657.75,662,3,1.25,1158.5
Germany,Sugar,214,3,1.25,10,October,2018,209.75,214,3,1.25,374.5
Germany,Sugar,2877,3,1.25,10,October,2019,2872.75,2877,3,1.25,5034.75
Canada,Sugar,2729,3,1.25,12,December,2019,2724.75,2729,3,1.25,4775.75
United States,Sugar,266,3,1.25,12,December,2018,261.75,266,3,1.25,465.5
Mexico,Sugar,1940,3,1.25,12,December,2018,1935.75,1940,3,1.25,3395
United States,Sugar,2844,3,1.25,2,February,2019,2839.75,2844,3,1.25,4977
Mexico,Sugar,1916,3,1.25,4,April,2019,1911.75,1916,3,1.25,3353
Germany,Sugar,1570,3,1.25,6,June,2019,1565.75,1570,3,1.25,2747.5
Canada,Sugar,1874,3,1.25,8,August,2019,1869.75,1874,3,1.25,3279.5
Mexico,Sugar,1642,3,1.25,8,August,2019,1637.75,1642,3,1.25,2873.5
Germany,Sugar,1945,3,1.25,10,October,2018,1940.75,1945,3,1.25,3403.75
Germany,Sugar,2479,3,1.25,1,January,2019,2474.75,2479,3,1.25,4338.25
France,Sugar,866,3,1.25,5,May,2019,861.75,866,3,1.25,1515.5
United States,Sugar,349,3,1.25,9,September,2018,344.75,349,3,1.25,610.75
France,Sugar,2177,3,1.25,10,October,2019,2172.75,2177,3,1.25,3809.75
Mexico,Sugar,1514,3,1.25,10,October,2018,1509.75,1514,3,1.25,2649.5
Mexico,Sugar,2689,3,1.25,10,October,2019,2684.75,2689,3,1.25,4705.75
Canada,Sugar,1389,3,1.25,10,October,2018,1384.75,1389,3,1.25,2430.75
United States,Sugar,1265,3,1.25,11,November,2018,1260.75,1265,3,1.25,2213.75
Germany,Sugar,2297,3,1.25,11,November,2018,2292.75,2297,3,1.25,4019.75
United States,Sugar,2663,3,1.25,12,December,2019,2658.75,2663,3,1.25,4660.25
United States,Sugar,570,3,1.25,12,December,2019,565.75,570,3,1.25,997.5
France,Sugar,2487,3,1.25,12,December,2019,2482.75,2487,3,1.25,4352.25
Canada,Sugar,2844,3,1.25,6,June,2019,2839.75,2844,3,1.25,4977
Mexico,Sugar,1498,3,1.25,6,June,2019,1493.75,1498,3,1.25,2621.5
France,Sugar,1221,3,1.25,10,October,2018,1216.75,1221,3,1.25,2136.75
Mexico,Sugar,1123,3,1.25,11,November,2018,1118.75,1123,3,1.25,1965.25
Canada,Sugar,2436,3,1.25,12,December,2018,2431.75,2436,3,1.25,4263
United States,Sugar,1153,3,1.25,10,October,2019,1148.75,1153,3,1.25,2017.75
France,Sugar,1738.5,3,1.25,4,April,2019,1734.25,1738.5,3,1.25,3042.375
Germany,Sugar,2215,3,1.25,9,September,2018,2210.75,2215,3,1.25,3876.25
Canada,Sugar,1582,3,1.25,12,December,2019,1577.75,1582,3,1.25,2768.5
Canada,Sugar,3244.5,3,1.25,1,January,2019,3240.25,3244.5,3,1.25,5677.875
France,Sugar,959,3,1.25,2,February,2019,954.75,959,3,1.25,1678.25
Mexico,Sugar,2747,3,1.25,2,February,2019,2742.75,2747,3,1.25,4807.25
France,Sugar,574.5,3,1.25,4,April,2019,570.25,574.5,3,1.25,1005.375
Germany,Sugar,2338,3,1.25,6,June,2019,2333.75,2338,3,1.25,4091.5
France,Sugar,381,3,1.25,8,August,2019,376.75,381,3,1.25,666.75
Germany,Sugar,422,3,1.25,8,August,2019,417.75,422,3,1.25,738.5
Canada,Sugar,2134,3,1.25,9,September,2019,2129.75,2134,3,1.25,3734.5
United States,Sugar,808,3,1.25,12,December,2018,803.75,808,3,1.25,1414
United States,Sugar,436.5,3,1.25,7,July,2019,432.25,436.5,3,1.25,763.875
United States,Sugar,1956,3,1.25,1,January,2019,1951.75,1956,3,1.25,3423
Germany,Sugar,2659,3,1.25,2,February,2019,2654.75,2659,3,1.25,4653.25
United States,Sugar,1351.5,3,1.25,4,April,2019,1347.25,1351.5,3,1.25,2365.125
Germany,Sugar,880,3,1.25,5,May,2019,875.75,880,3,1.25,1540
United States,Sugar,1867,3,1.25,9,September,2019,1862.75,1867,3,1.25,3267.25
France,Sugar,2234,3,1.25,9,September,2018,2229.75,2234,3,1.25,3909.5
France,Sugar,1227,3,1.25,10,October,2019,1222.75,1227,3,1.25,2147.25
Mexico,Sugar,877,3,1.25,11,November,2019,872.75,877,3,1.25,1534.75
Germany,Sugar,360,3,1.25,10,October,2019,355.75,360,3,1.25,630
France,Sugar,2682,3,1.25,11,November,2018,2677.75,2682,3,1.25,4693.5
Mexico,Sugar,521,3,1.25,12,December,2019,516.75,521,3,1.25,911.75
Mexico,Sugar,341,3,1.25,5,May,2019,336.75,341,3,1.25,596.75
Mexico,Sugar,641,3,1.25,7,July,2019,636.75,641,3,1.25,1121.75
United States,Sugar,2807,3,1.25,8,August,2019,2802.75,2807,3,1.25,4912.25
Mexico,Sugar,432,3,1.25,9,September,2019,427.75,432,3,1.25,756
United States,Sugar,2294,3,1.25,10,October,2018,2289.75,2294,3,1.25,4014.5
France,Sugar,2167,3,1.25,10,October,2018,2162.75,2167,3,1.25,3792.25
Canada,Sugar,2529,3,1.25,11,November,2019,2524.75,2529,3,1.25,4425.75
Germany,Sugar,1870,3,1.25,12,December,2018,1865.75,1870,3,1.25,3272.5
United States,Sugar,1579,3,1.25,3,March,2019,1574.75,1579,3,1.25,2763.25
Mexico,Sugar,1005,3,1.25,9,September,2018,1000.75,1005,3,1.25,1758.75
France,Sugar,1734,3,1.25,1,January,2019,1729.75,1734,3,1.25,3034.5
Mexico,Sugar,554,3,1.25,1,January,2019,549.75,554,3,1.25,969.5
Canada,Sugar,2935,3,1.25,11,November,2018,2930.75,2935,3,1.25,5136.25
Canada,Sugar,2109,3,1.25,5,May,2019,2104.75,2109,3,1.25,3690.75
France,Sugar,3874.5,3,1.25,7,July,2019,3870.25,3874.5,3,1.25,6780.375
Canada,Sugar,623,3,1.25,9,September,2018,618.75,623,3,1.25,1090.25
United States,Sugar,986,3,1.25,10,October,2019,981.75,986,3,1.25,1725.5
United States,Sugar,2387,3,1.25,11,November,2019,2382.75,2387,3,1.25,4177.25
Mexico,Sugar,1233,3,1.25,12,December,2019,1228.75,1233,3,1.25,2157.75
France,Sugar,1491,3,1.25,3,March,2019,1486.75,1491,3,1.25,2609.25
Germany,Sugar,1531,3,1.25,12,December,2019,1526.75,1531,3,1.25,2679.25
United States,Sugar,2567,3,1.25,6,June,2019,2562.75,2567,3,1.25,4492.25
Canada,Sugar,1583,3,1.25,6,June,2019,1578.75,1583,3,1.25,2770.25
Canada,Sugar,1565,3,1.25,10,October,2019,1560.75,1565,3,1.25,2738.75
Germany,Sugar,280,3,1.25,12,December,2019,275.75,280,3,1.25,490
Mexico,Sugar,2903,3,1.25,3,March,2019,2898.75,2903,3,1.25,5080.25
United States,Sugar,2541,3,1.25,8,August,2019,2536.75,2541,3,1.25,4446.75
Canada,Sugar,269,3,1.25,10,October,2018,264.75,269,3,1.25,470.75
Canada,Sugar,1496,3,1.25,10,October,2019,1491.75,1496,3,1.25,2618
United States,Sugar,1010,3,1.25,10,October,2019,1005.75,1010,3,1.25,1767.5
France,Sugar,1281,3,1.25,12,December,2018,1276.75,1281,3,1.25,2241.75
Canada,Sugar,865.5,3,1.25,7,July,2019,861.25,865.5,3,1.25,1514.625
Germany,Sugar,492,3,1.25,7,July,2019,487.75,492,3,1.25,861
United States,Sugar,267,3,1.25,10,October,2018,262.75,267,3,1.25,467.25
Germany,Sugar,1175,3,1.25,10,October,2019,1170.75,1175,3,1.25,2056.25
Canada,Sugar,2954,3,1.25,11,November,2018,2949.75,2954,3,1.25,5169.5
Germany,Sugar,552,3,1.25,11,November,2019,547.75,552,3,1.25,966
France,Sugar,293,3,1.25,12,December,2019,288.75,293,3,1.25,512.75
United States,Sugar,1806,3,1.25,5,May,2019,1801.75,1806,3,1.25,3160.5
Mexico,White Chocolate Macadamia Nut,1493,6,2.75,1,January,2019,1484.25,1493,6,2.75,4852.25
France,White Chocolate Macadamia Nut,1804,6,2.75,2,February,2019,1795.25,1804,6,2.75,5863
Germany,White Chocolate Macadamia Nut,2161,6,2.75,3,March,2019,2152.25,2161,6,2.75,7023.25
Germany,White Chocolate Macadamia Nut,1006,6,2.75,6,June,2019,997.25,1006,6,2.75,3269.5
Germany,White Chocolate Macadamia Nut,1545,6,2.75,6,June,2019,1536.25,1545,6,2.75,5021.25
United States,White Chocolate Macadamia Nut,2821,6,2.75,8,August,2019,2812.25,2821,6,2.75,9168.25
Canada,White Chocolate Macadamia Nut,345,6,2.75,10,October,2018,336.25,345,6,2.75,1121.25
France,White Chocolate Macadamia Nut,639,6,2.75,11,November,2019,630.25,639,6,2.75,2076.75
